chave_primaria,grape_synonym,grape_country,vinho,chave_estrangeira,origem,tipo,estilo
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Emiliana 'Elemental' Organic Gran Reserva Cabernet 2019/21, Maipo Valley",Cabernet Sauvignon,Chile,Red,Bold & Spicy
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Te Mata Estate 'Awatea' Cabernets/Merlot 2017, Hawke's Bay",Cabernet Sauvignon,New Zealand,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,La Réserve de Léoville-Barton St-Julien 2018/19,Cabernet Sauvignon,France,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Château Caronne Ste-Gemme 2016/18, Haut-Médoc",Cabernet Sauvignon,France,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Sassicaia 2019/20, Bolgheri",Cabernet Sauvignon,Italy,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Alamos Lujan De Cuyo Cabernet 2021/22, Mendoza",Cabernet Sauvignon,Argentina,Red,Smooth & Mellow
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Domaine des Tourelles Cuvée Pierre Brun 2019/20, Lebanon",Cabernet Sauvignon,Lebanon,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Silver Ghost Cabernet Sauvignon 2021/22, Central Valley",Cabernet Sauvignon,Chile,Red,Smooth & Mellow
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Amiral de Beychevelle 2020, Saint-Julien",Cabernet Sauvignon,France,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Catena Cabernet Sauvignon 2019/21, Mendoza",Cabernet Sauvignon,Argentina,Red,Bold & Spicy
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Stag's Leap 'Hands of Time' Red Blend 2018/19, Napa Valley",Cabernet Sauvignon,USA,Red,Smooth & Mellow
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,Peter Lehmann 'Mentor' Cabernet Sauvignon 2014,Cabernet Sauvignon,Australia,Red,
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Managers' Choice: VIK 'A' Cabernet Sauvignon 2020/21, Cachapoal Valley",Cabernet Sauvignon,Chile,Red,Bold & Spicy
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Cape Mentelle Cabernet Sauvignon 2017, Margaret River",Cabernet Sauvignon,Australia,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Tenuta dell'Ornellaia ‘Le Volte’ 2020/21, Tuscany",Cabernet Sauvignon,Italy,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Château Batailley 'Lions de Batailley' 2015/16, Pauillac",Cabernet Sauvignon,France,Red,
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Château Grand-Puy-Lacoste 2013, Pauillac",Cabernet Sauvignon,France,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Louis Martini Cabernet Sauvignon 2017/18, Napa Valley",Cabernet Sauvignon,USA,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Vasse Felix 'Filius' Cabernet-Merlot 2020/21, Margaret River",Cabernet Sauvignon,Australia,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,Definition Pauillac 2017/18,Cabernet Sauvignon,France,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Chronic Cellars 'Sir Real' Cabernet Sauvignon 2020/21, Paso Robles",Cabernet Sauvignon,USA,Red,Savoury & Full Bodied
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Louis M. Martini Cabernet Sauvignon 2017/18, Sonoma County",Cabernet Sauvignon,USA,Red,Smooth & Mellow
Cabernet Sauvignon,"Bidure, Bordaoux, Bordeaux, Bordo, Bouche, Bouchet, Bouchet Sauvignon, Bourdeos Tinto, Bouschet Sauvignon, Breton, Burdeos Tinto, Cabarnet Sauvignon, Caberne, Caberne Sovinion, Cabernet Petit, Cabernet Piccolo, Cabernet Sauvignon Black, Cabernet Sauvignon Blauer, Cabernet Sauvignon Cl. R5, Cabernet Sauvignon Crni, Cabernet Sauvignon Nero, Cabernet Sauvignon Noir, Cabernet Sauvignon Petit, Carbonet, Carbouet, Carmenet, Castet, Dzanati, Enfin, Epicier Noir, Kaberne Sovinjon, Kaberne Sovinon, Kaberne Sovinyon, Kabernet Suvinjon, Lafet, Lafit, Lafite, Marchoupet, Melkii Chernyi, Menut, Navarre, Petit Bouchet, Petit Bouschet, Petit Cabernet, Petit Cavernet Sauvignon, Petit Vidure, Petit-Bouchet, Petite Parde, Petite Vidure, Sauvignon, Sauvignon Rouge, Sauvignonne, Vaucluse, Veron, Vidure, Vidure Petite, Vidure Sauvignon, Vidure Sauvignonne.",France,"Guidalberto 2020/21 Tenuta San Guido, IGT Toscana",Cabernet Sauvignon,Italy,Red,Savoury & Full Bodied
